time ms, voltage v, encoder
6496, 0.00, 14
6506, 0.00, 14
6516, 0.00, 14
6526, 0.00, 14
6536, 0.00, 14
6546, 0.00, 14
6556, 0.00, 14
6566, 0.00, 14
6576, 0.00, 14
6586, 0.00, 14
6596, 0.00, 14
6606, 0.00, 14
6616, 0.00, 14
6626, 0.00, 14
6636, 0.00, 14
6646, 0.00, 14
6656, 0.00, 14
6666, 0.00, 14
6676, 0.00, 14
6686, 0.00, 14
6696, 0.00, 14
6706, 0.00, 14
6716, 0.00, 14
6726, 0.00, 14
6736, 0.00, 14
6746, 0.00, 14
6756, 0.00, 14
6766, 0.00, 14
6776, 0.00, 14
6786, 0.00, 14
6796, 0.00, 14
6806, 0.00, 14
6816, 0.00, 14
6827, 0.00, 14
6837, 0.00, 14
6847, 0.00, 14
6857, 0.00, 14
6867, 0.00, 14
6877, 0.00, 14
6887, 0.00, 14
6897, 0.00, 14
6907, 0.00, 14
6917, 0.00, 14
6927, 0.00, 14
6937, 0.00, 14
6947, 0.00, 14
6957, 0.00, 14
6967, 0.00, 14
6977, 0.00, 14
6987, 0.00, 14
6998, 0.00, 14
7008, 0.00, 14
7018, 0.00, 14
7028, 0.00, 14
7038, 0.00, 14
7048, 0.00, 14
7058, 0.00, 14
7068, 0.00, 14
7078, 0.00, 14
7088, 0.00, 14
7098, 0.00, 14
7108, 0.00, 14
7118, 0.00, 14
7128, 0.00, 14
7138, 0.00, 14
7148, 0.00, 14
7158, 0.00, 14
7168, 0.00, 14
7178, 0.00, 14
7188, 0.00, 14
7198, 0.00, 14
7208, 0.00, 14
7218, 0.00, 14
7228, 0.00, 14
7238, 0.00, 14
7248, 0.00, 14
7258, 0.00, 14
7268, 0.00, 14
7278, 0.00, 14
7288, 0.00, 14
7298, 0.00, 14
7308, 0.00, 14
7318, 0.00, 14
7328, 0.00, 14
7339, 0.00, 14
7349, 0.00, 14
7359, 0.00, 14
7369, 0.00, 14
7379, 0.00, 14
7389, 0.00, 14
7399, 0.00, 14
7409, 0.00, 14
7419, 0.00, 14
7429, 0.00, 14
7439, 0.00, 14
7449, 0.00, 14
7459, 0.00, 14
7469, 0.00, 14
7479, 0.00, 14
7489, 0.00, 14
7499, 0.00, 14
7510, 0.00, 14
7520, 0.00, 14
7530, 0.00, 14
7540, 0.00, 14
7550, 0.00, 14
7560, 0.00, 14
7570, 0.00, 14
7580, 0.00, 14
7590, 0.00, 14
7600, 0.00, 14
7610, 0.00, 14
7620, 0.00, 14
7630, 0.00, 14
7640, 0.00, 14
7650, 0.00, 14
7660, 0.00, 14
7670, 0.00, 14
7680, 0.00, 14
7690, 0.00, 14
7700, 0.00, 14
7710, 0.00, 14
7720, 0.00, 14
7730, 0.00, 14
7740, 0.00, 14
7750, 0.00, 14
7760, 0.00, 14
7770, 0.00, 14
7780, 0.00, 14
7790, 0.00, 14
7800, 0.00, 14
7810, 0.00, 14
7820, 0.00, 14
7830, 0.00, 14
7840, 0.00, 14
7851, 0.00, 14
7861, 0.00, 14
7871, 0.00, 14
7881, 0.00, 14
7891, 0.00, 14
7901, 0.00, 14
7911, 0.00, 14
7921, 0.00, 14
7931, 0.00, 14
7941, 0.00, 14
7951, 0.00, 14
7961, 0.00, 14
7971, 0.00, 14
7981, 0.00, 14
7991, 0.00, 14
8001, 0.00, 14
8011, 0.00, 14
8022, 0.00, 14
8032, 0.00, 14
8042, 0.00, 14
8052, 0.00, 14
8062, 0.00, 14
8072, 0.00, 14
8082, 0.00, 14
8092, 0.00, 14
8102, 0.00, 14
8112, 0.00, 14
8122, 0.00, 14
8132, 0.00, 14
8142, 0.00, 14
8152, 0.00, 14
8162, 0.00, 14
8172, 0.00, 14
8182, 0.00, 14
8192, 0.00, 14
8202, 0.00, 14
8212, 0.00, 14
8222, 0.00, 14
8232, 0.00, 14
8242, 0.00, 14
8252, 0.00, 14
8262, 0.00, 14
8272, 0.00, 14
8282, 0.00, 14
8292, 0.00, 14
8302, 0.00, 14
8312, 0.00, 14
8322, 0.00, 14
8332, 0.00, 14
8342, 0.00, 14
8352, 0.00, 14
8363, 0.00, 14
8373, 0.00, 14
8383, 0.00, 14
8393, 0.00, 14
8403, 0.00, 14
8413, 0.00, 14
8423, 0.00, 14
8433, 0.00, 14
8443, 0.00, 14
8453, 0.00, 14
8463, 0.00, 14
8473, 0.00, 14
8483, 0.00, 14
8493, 0.00, 14
8503, 0.00, 14
8513, 0.00, 14
8523, 0.00, 14
8534, 0.00, 14
8544, 0.00, 14
8554, 0.00, 14
8564, 0.00, 14
8574, 0.00, 14
8584, 0.00, 14
8594, 0.00, 14
8604, 0.00, 14
8614, 0.00, 14
8624, 0.00, 14
8634, 0.00, 14
8644, 0.00, 14
8654, 0.00, 14
8664, 0.00, 14
8674, 0.00, 14
8684, 0.00, 14
8694, 0.00, 14
8704, 0.00, 14
8714, 0.00, 14
8724, 0.00, 14
8734, 0.00, 14
8744, 0.00, 14
8754, 0.00, 14
8764, 0.00, 14
8774, 0.00, 14
8784, 0.00, 14
8794, 0.00, 14
8804, 0.00, 14
8814, 0.00, 14
8824, 0.00, 14
8834, 0.00, 14
8844, 0.00, 14
8854, 0.00, 14
8864, 0.00, 14
8875, 0.00, 14
8885, 0.00, 14
8895, 0.00, 14
8905, 0.00, 14
8915, 0.00, 14
8925, 0.00, 14
8935, 0.00, 14
8945, 0.00, 14
8955, 0.00, 14
8965, 0.00, 14
8975, 0.00, 14
8985, 0.00, 14
8995, 0.00, 14
9005, 0.00, 14
9015, 0.00, 14
9025, 0.00, 14
9035, 0.00, 14
9046, 0.00, 14
9056, 0.00, 14
9066, 0.00, 14
9076, 0.00, 14
9086, 0.00, 14
9096, 0.00, 14
9106, 0.00, 14
9116, 0.00, 14
9126, 0.00, 14
9136, 0.00, 14
9146, 0.00, 14
9156, 0.00, 14
9166, 0.00, 14
9176, 0.00, 14
9186, 0.00, 14
9196, 0.00, 14
9206, 0.00, 14
9216, 0.00, 14
9226, 0.00, 14
9236, 0.00, 14
9246, 0.00, 14
9256, 0.00, 14
9266, 0.00, 14
9276, 0.00, 14
9286, 0.00, 14
9296, 0.00, 14
9306, 0.00, 14
9316, 0.00, 14
9326, 0.00, 14
9336, 0.00, 14
9346, 0.00, 14
9356, 0.00, 14
9366, 0.00, 14
9376, 0.00, 14
9387, 0.00, 14
9397, 0.00, 14
9407, 0.00, 14
9417, 0.00, 14
9427, 0.00, 14
9437, 0.00, 14
9447, 0.00, 14
9457, 0.00, 14
9467, 0.00, 14
9477, 0.00, 14
9487, 0.00, 14
9497, 0.00, 14
9507, 0.00, 14
9517, 0.00, 14
9527, 0.00, 14
9537, 0.00, 14
9547, 0.00, 14
9558, 0.00, 14
9568, 0.00, 14
9578, 0.00, 14
9588, 0.00, 14
9598, 0.00, 14
9608, 0.00, 14
9618, 0.00, 14
9628, 0.00, 14
9638, 0.00, 14
9648, 0.00, 14
9658, 0.00, 14
9668, 0.00, 14
9678, 0.00, 14
9688, 0.00, 14
9698, 0.00, 14
9708, 0.00, 14
9718, 0.00, 14
9728, 0.00, 14
9738, 0.00, 14
9748, 0.00, 14
9758, 0.00, 14
9768, 0.00, 14
9778, 0.00, 14
9788, 0.00, 14
9798, 0.00, 14
9808, 0.00, 14
9818, 0.00, 14
9828, 0.00, 14
9838, 0.00, 14
9848, 0.00, 14
9858, 0.00, 14
9868, 0.00, 14
9878, 0.00, 14
9888, 0.00, 14
9899, 0.00, 14
9909, 0.00, 14
9919, 0.00, 14
9929, 0.00, 14
9939, 0.00, 14
9949, 0.00, 14
9959, 0.00, 14
9969, 0.00, 14
9979, 0.00, 14
9989, 0.00, 14
9999, 0.00, 14
